"name","domain","careers_url","city","reason","confidence"
"Kinde","kinde.com","https://kinde.com/careers/","Sydney","Developer authentication, identity infrastructure, and feature flag management SaaS, Sydney-founded","High"
"Neara","neara.com","https://neara.com/careers/","Sydney","3D digital twin software and finite element physics simulation for electrical utility networks, Sydney","High"
"Propeller Aero","propeller.com","https://www.propeller.com/careers/","Sydney","Drone photogrammetry and 3D earthwork surveying software for construction, Surry Hills","High"
"Cover Genius","covergenius.com","https://covergenius.com/careers/","Sydney","Embedded insurtech distribution platform (XCover API), Sydney-founded global scale-up","High"
"Honey Insurance","honeyinsurance.com","https://www.honeyinsurance.com/careers","Sydney","Smart sensor-driven home insurtech platform, fast-growing Sydney software and data team","High"
"Lendi Group","lendi.com.au","https://www.lendi.com.au/careers/","Sydney","Digital mortgage origination and comparison tech platform (Lendi & Aussie), Sydney","High"
"Shippit","shippit.com","https://www.shippit.com/careers/","Sydney","Multi-carrier shipping automation and post-purchase customer experience software for e-commerce, Sydney","High"
"Sendle","sendle.com","https://www.sendle.com/careers","Sydney","Carbon-neutral parcel delivery and shipping logistics API software, Sydney","High"
"Ofload","ofload.com","https://www.ofload.com/careers","Sydney","Digital freight management and road freight logistics optimization tech scale-up, Sydney","High"
"Superhero","superhero.com.au","https://www.superhero.com.au/careers/","Sydney","Online share trading and superannuation investment platform, Sydney fintech","High"
"Stake","hellostake.com","https://hellostake.com/au/careers","Sydney","Global stock trading and ETF investment platform with proprietary brokerage engine, Sydney","High"
"Sitemate","sitemate.com","https://sitemate.com/careers/","Sydney","Built-world paperless operations software (Dashpivot) for civil engineering and construction, Sydney","High"
"AgriWebb","agriwebb.com","https://www.agriwebb.com/careers/","Sydney","Livestock enterprise SaaS and pasture management software, Sydney","High"
"Assignar","assignar.com","https://www.assignar.com/careers/","Sydney","Heavy construction operations, asset tracking, and crew scheduling platform, Sydney","High"
"WooliesX","wooliesx.com.au","https://www.woolworthsgroup.com.au/careers","Sydney","Retail e-commerce, digital loyalty, and retail tech engineering division of Woolworths in Surry Hills","High"
"Barrenjoey (Technology)","barrenjoey.com","https://www.barrenjoey.com/careers/","Sydney","Modern cloud-native investment bank built on custom financial engineering and modern tech stack","High"
"Nuix","nuix.com","https://www.nuix.com/careers","Sydney","Investigative analytics, eDiscovery, and unstructured data intelligence software, ASX:NXL","High"
"ReadyTech","readytech.io","https://www.readytech.io/careers","Sydney","Cloud software for education, workforce management, and local government, ASX:RDY","High"
"Ansarada","ansarada.com","https://www.ansarada.com/careers","Sydney","Information governance, M&A virtual data rooms, and board management SaaS, Sydney","High"
"Objective Corporation","objective.com","https://www.objective.com/careers","Sydney","Govtech information management, planning, and process automation software, ASX:OCL","High"
"Baraja","baraja.com","https://www.baraja.com/careers","Sydney","Spectrum-Scan LiDAR and optical sensing deeptech for autonomous systems","Medium - restructured in 2024; verify local team size"
"REA Group","rea-group.com","https://www.rea-group.com/careers/","Melbourne","Digital property advertising, data intelligence, and portals (realestate.com.au), Richmond","High"
"SEEK","seek.com.au","https://www.seek.com.au/work-at-seek","Melbourne","Employment marketplace, AI job matching, and talent analytics platform, Cremorne","High"
"Culture Amp","cultureamp.com","https://www.cultureamp.com/careers","Melbourne","Employee experience and engagement analytics platform, Richmond/Melbourne HQ","High"
"Airwallex","airwallex.com","https://www.airwallex.com/careers","Melbourne","Global financial infrastructure and cross-border business payments platform, Melbourne-founded","High"
"CAR Group","cargroup.com","https://www.cargroup.com/careers/","Melbourne","Automotive digital marketplace (carsales.com.au) and dealer SaaS systems, Melbourne","High"
"MYOB","myob.com","https://www.myob.com/au/careers","Melbourne","Cloud accounting, payroll, and enterprise business management software pioneer, Cremorne","High"
"Envato","envato.com","https://envato.com/careers/","Melbourne","Creative digital asset marketplace and video/graphics design subscription platform, Melbourne","High"
"Linktree","linktr.ee","https://linktr.ee/careers","Melbourne","Link-in-bio identity and creator monetization platform unicorn, Collingwood/Melbourne","High"
"Judo Bank","judobank.com.au","https://www.judobank.com.au/careers","Melbourne","Cloud-native neo-bank and digital SME commercial lending platform, ASX-listed in Melbourne","High"
"PaperCut Software","papercut.com","https://www.papercut.com/about/careers/","Melbourne","Global print management and cloud document security software, Camberwell","High"
"Up (Ferocia)","up.com.au","https://ferocia.com.au/careers","Melbourne","High-engagement consumer neo-banking app engineered by Ferocia in South Wharf","High"
"Redbubble","redbubble.com","https://www.redbubble.com/careers","Melbourne","Print-on-demand e-commerce platform and creative marketplace technology, Melbourne","High"
"Catapult Sports","catapult.com","https://www.catapult.com/careers","Melbourne","Athlete tracking wearables, video analytics, and sports performance SaaS, Melbourne","High"
"Rome2rio","rome2rio.com","https://www.rome2rio.com/careers/","Melbourne","Multi-modal global transport search and route algorithm engine, Richmond","High"
"Buildxact","buildxact.com","https://www.buildxact.com/careers/","Melbourne","Cloud estimating and construction management SaaS for residential builders, Melbourne","High"
"Zeller","myzeller.com","https://www.myzeller.com/careers","Melbourne","Integrated business POS payment terminals and business banking software scale-up","High"
"me&u","meandu.com","https://www.meandu.com/careers","Melbourne","Hospitality mobile ordering, QR table payments, and marketing SaaS platform, Melbourne","High"
"Whispir","whispir.com","https://www.whispir.com/careers/","Melbourne","Communications workflow orchestration and automated multichannel messaging platform, Melbourne","High"
"PageUp","pageuppeople.com","https://www.pageuppeople.com/careers/","Melbourne","Enterprise talent acquisition, onboarding, and performance management SaaS, Melbourne","High"
"Iress","iress.com","https://www.iress.com/careers/","Melbourne","Financial markets trading, market data, and wealth management software, ASX:IRE","High"
"Hansen Technologies","hansencx.com","https://hansencx.com/careers/","Melbourne","Global billing, customer care, and data management software for energy and telcos, ASX:HSN","High"
"Yellowfin BI","yellowfinbi.com","https://www.yellowfinbi.com/company/careers","Melbourne","Embedded business intelligence, data storytelling, and analytics software, Melbourne","High"
"Birchal","birchal.com","https://www.birchal.com/careers","Melbourne","Equity crowd-sourced funding platform and private capital markets infrastructure","High"
"Defendtex","defendtex.com","https://www.defendtex.com/careers","Melbourne","Defense technology, unmanned aerial systems (UAS), and robotics engineering, Melbourne","High"
"Sentient Vision Systems","sentientvision.com","https://sentientvision.com/careers/","Melbourne","Optical AI search and computer vision ViDAR sensors for maritime and land search","High"
"TechnologyOne","technologyonecorp.com","https://www.technologyonecorp.com/company/careers","Brisbane","Enterprise ERP SaaS provider for government, education, and health, ASX100 in Fortitude Valley","High"
"Megaport","megaport.com","https://www.megaport.com/careers/","Brisbane","Elastic Network-as-a-Service (NaaS) and multi-cloud interconnect platform, ASX:MP1","High"
"Octopus Deploy","octopus.com","https://octopus.com/company/careers","Brisbane","Automated software deployment and release orchestration platform for DevOps teams worldwide","High"
"Clipchamp","clipchamp.com","https://clipchamp.com/careers","Brisbane","Browser-native video creation and editing platform, Microsoft engineering center in Brisbane","High"
"RedEye","redeye.co","https://redeye.co/careers/","Brisbane","Engineering drawing and technical data management SaaS for critical infrastructure assets, Brisbane","High"
"simPRO Software","simprogroup.com","https://www.simprogroup.com/careers","Brisbane","Field service and job management software for trade service contractors, Brisbane HQ","High"
"GO1","go1.com","https://www.go1.com/careers","Brisbane","Enterprise learning and workforce skills content aggregator scale-up, Brisbane HQ","High"
"FCTG Tech (Flight Centre)","fctgcareers.com","https://www.fctgcareers.com/technology","Brisbane","Global travel booking platforms and airline distribution software hub in South Bank","High"
"CitrusAd","citrusad.com","https://citrusad.com/careers/","Brisbane","Retail media advertising technology platform for e-commerce retailers, Brisbane-founded","High"
"Auto & General (Tech)","autogeneral.com.au","https://www.autogeneral.com.au/careers/","Brisbane","Insurance pricing algorithms and digital insurance tech (Budget Direct) in Toowong","High"
"Skedulo","skedulo.com","https://www.skedulo.com/careers/","Brisbane","Deskless productivity and mobile workforce scheduling platform, Brisbane-founded","High"
"Swyftx","swyftx.com","https://swyftx.com/au/careers/","Brisbane","Australian digital asset and cryptocurrency trading platform, Milton/Brisbane","High"
"WorkingMouse","workingmouse.com.au","https://workingmouse.com.au/careers/","Brisbane","Model-driven software development platform and rapid application engineering, Brisbane","High"
"EML Payments","emlpayments.com","https://www.emlpayments.com/careers/","Brisbane","Digital payment cards, open banking, and prepaid transaction technology, ASX:EML","High"
"Redback Technologies","redbacktech.com","https://redbacktech.com/careers/","Brisbane","Intelligent solar inverters and energy management IoT software, Brisbane","High"
"Camplify","camplify.com.au","https://www.camplify.com.au/careers/","Newcastle","Peer-to-peer campervan and RV sharing marketplace platform, ASX:CHL in Newcastle","High"
"nib Group (Tech Hub)","nib.com.au","https://www.nib.com.au/about-us/careers","Newcastle","Digital health insurance and telehealth platforms, primary tech & engineering base in Newcastle","High"
"Mudbath","mudbath.com.au","https://www.mudbath.com.au/careers/","Newcastle","Digital product design and enterprise software engineering consultancy in Newcastle","High"
"Energy Renaissance","energyrenaissance.com","https://energyrenaissance.com/careers/","Newcastle","Lithium-ion cyber-secure battery systems and proprietary BMS software, Tomago/Hunter","High"
"Port Authority of NSW (Tech)","portauthoritynsw.com.au","https://www.portauthoritynsw.com.au/careers/","Newcastle","Vessel tracking, maritime telemetry, and automated harbor management systems in Newcastle","High"
"Tibra Capital","tibra.com","https://www.tibra.com/careers/","Wollongong","Quantitative research, automated market making, and low-latency financial systems in Austinmer","High"
"Easy Agile","easyagile.com","https://www.easyagile.com/careers/","Wollongong","Agile roadmapping, story mapping, and sprint planning plugins for Jira, Wollongong","High"
"Accelo","accelo.com","https://www.accelo.com/careers/","Wollongong","Professional services automation (PSA) cloud software, major engineering presence in Wollongong","High"
"Devika","devika.com","https://devika.com/careers/","Wollongong","Virtual reality, machine learning, and custom enterprise spatial software studio in Wollongong","High"
"Hysata","hysata.com","https://hysata.com/careers/","Wollongong","Capillary-fed high-efficiency hydrogen electrolysers and deeptech energy systems, Port Kembla","High"
"Scalapay","scalapay.com","https://www.scalapay.com/careers/","Wollongong","European buy-now-pay-later fintech unicorn with foundational software engineering roots in Wollongong","Medium - verify current Wollongong head count"
"Cotton On Group (Digital & Tech)","cottonongroup.com","https://cottonongroup.com/careers/","Geelong","Large omnichannel retail e-commerce platform and global logistics technology in Geelong","High"
"Carbon Revolution","carbonrev.com","https://www.carbonrev.com/careers/","Geelong","Single-piece carbon fibre automotive wheels with proprietary automated robotics, Waurn Ponds","High"
"Bendigo and Adelaide Bank (Tech)","bendigobank.com.au","https://www.bendigobank.com.au/careers/","Bendigo","Regional commercial banking core platform and digital engineering hub based in Bendigo","High"
"Formbird","formbird.com","https://formbird.com/careers/","Bendigo","Low-code spatial asset management and workflow development platform for water utilities, Bendigo","High"
"Youi Insurance (Tech Campus)","youi.com.au","https://www.youi.com.au/careers/","Sunshine Coast","Digital insurer with dedicated software engineering and data science campus in Kawana Waters","High"
"Typefi Systems","typefi.com","https://www.typefi.com/careers/","Sunshine Coast","Automated multi-format document publishing software, based in Maroochydore","High"
"Gilmour Space Technologies","gspacetech.com","https://www.gspacetech.com/careers/","Gold Coast","Hybrid rocket engines and orbital launch vehicles manufacturer, Helensvale/Gold Coast","High"
"FirstWave (Opmantek)","firstwave.com","https://www.firstwave.com/careers/","Gold Coast","Automated network management, performance monitoring, and IT audit software, Gold Coast","High"
"archTIS","archtis.com","https://www.archtis.com/careers/","Canberra","Data-centric security and policy-enforced access control software for defense, ASX:AR9","High"
"Penten","penten.com","https://www.penten.com/careers/","Canberra","Cyber security, AI deception technologies, and secure mobile comms for national security","High"
"QuintessenceLabs","quintessencelabs.com","https://www.quintessencelabs.com/careers/","Canberra","Quantum key distribution and quantum-resilient encryption software/hardware, Canberra HQ","High"
"Instaclustr (NetApp)","instaclustr.com","https://www.instaclustr.com/careers/","Canberra","Managed open-source big-data infrastructure (Kafka, OpenSearch), Canberra engineering center","High"
"Seeing Machines","seeingmachines.com","https://www.seeingmachines.com/careers/","Canberra","Computer vision and driver monitoring optical safety tech, AIM-listed with Canberra R&D","High"
"Liquid Instruments","liquidinstruments.com","https://www.liquidinstruments.com/careers/","Canberra","Reconfigurable FPGA-based test and measurement instrumentation (Moku), Canberra deeptech","High"
"Canberra Data Centres (CDC)","cdcdatacentres.com.au","https://cdcdatacentres.com.au/careers/","Canberra","High-security sovereign data center and cloud interconnect infrastructure, Canberra","High"
"CSIRO Data61","data61.csiro.au","https://www.csiro.au/en/careers","Canberra","National digital and AI research organization with major research engineering centers","High"
"Fleet Space Technologies","fleetspace.com","https://www.fleetspace.com/careers/","Adelaide","Satellite mineral exploration IoT (ExoSphere) and nanosatellite connectivity, Beverley","High"
"Myriota","myriota.com","https://myriota.com/careers/","Adelaide","Direct-to-satellite IoT communications technology and ultra-low-power transmitters, Lot Fourteen","High"
"Fivecast","fivecast.com","https://www.fivecast.com/careers/","Adelaide","AI-powered open-source intelligence (OSINT) and digital risk assessment software, Adelaide","High"
"Maptek","maptek.com","https://www.maptek.com/careers/","Adelaide","Global 3D spatial modelling, laser scanning, and mine planning software, Glenside/Adelaide","High"
"Lumary","lumary.com.au","https://lumary.com.au/careers/","Adelaide","Healthcare and NDIS disability practice management SaaS platform, Adelaide HQ","High"
"Complexica","complexica.com","https://www.complexica.com/careers","Adelaide","Enterprise AI decision-making software for supply chains and promotional planning, Adelaide","High"
"Consilium Technology","consilium.technology","https://consilium.technology/careers/","Adelaide","Agricultural remote sensing AI (GAIA) and defense machine learning systems, Adelaide","High"
"Dremio (Australia Hub)","dremio.com","https://www.dremio.com/careers/","Adelaide","Data lakehouse analytics and Apache Arrow SQL engine, engineering hub in Adelaide","High"
"Archer Materials","archerx.com.au","https://archerx.com.au/careers/","Adelaide","Quantum computing processor chips (12CQ) and biochip sensor deeptech, Adelaide/Sydney","High"
"IMDEX","imdex.com","https://imdex.com/careers/","Perth","Subsurface intelligence software and downhole sensing technology, ASX-listed in Balcatta","High"
"Micromine","micromine.com","https://www.micromine.com/careers/","Perth","3D mineral exploration, mine design, and fleet management software developer, Perth HQ","High"
"VGW (Virtual Gaming Worlds)","vgw.co","https://vgw.co/careers/","Perth","Large-scale social gaming platform and digital entertainment technology, major Perth tech employer","High"
"Qoria","qoria.com","https://qoria.com/careers/","Perth","Student digital safety, content filtering, and school cybersecurity software, ASX:QOR in Perth","High"
"HealthEngine","healthengine.com.au","https://healthengine.com.au/careers/","Perth","Consumer healthcare appointment booking, practice software, and telehealth platform, Perth","High"
"WeMoney","wemoney.com.au","https://www.wemoney.com.au/careers/","Perth","Open Banking financial wellness and credit score management app, fast-growing Perth fintech","High"
"K2fly","k2fly.com","https://k2fly.com/careers/","Perth","Natural resource governance, tailings management, and ESG compliance SaaS, West Perth","High"
"Nearmap (Perth Lab)","nearmap.com","https://www.nearmap.com/careers","Perth","Aerial photogrammetry and spatial location content (formerly Spookfish), Perth technology lab","High"
"Mineral Resources Tech (MinRes)","mineralresources.com.au","https://www.mineralresources.com.au/careers/","Perth","Autonomous road trains, private wireless networks, and remote mining automation, Osborne Park","High"
"Nuheara","nuheara.com","https://www.nuheara.com/careers/","Perth","Smart hearing earbuds, audio signal processing algorithms, and hearing medical tech","Medium - restructured in 2024; verify local hiring"
"Biteable","biteable.com","https://biteable.com/careers/","Hobart","Automated cloud corporate video creation platform, founded and operated from Hobart","High"
"The Yield Technology Solutions","theyield.com","https://theyield.com/careers/","Hobart","Microclimate IoT sensing and predictive crop yield AI for agriculture, Hobart & Sydney","High"
"Secret Lab","secretlab.com.au","https://secretlab.com.au/jobs","Hobart","Video game developer tools, narrative engine software (Yarn Spinner), and interactive tech, Hobart","High"
"Area9","area9.com.au","https://area9.com.au/careers/","Darwin","Enterprise cloud, software engineering, and managed ICT infrastructure for the Northern Territory","High"
"Territory Technology Solutions","tts.com.au","https://tts.com.au/careers/","Darwin","Enterprise systems integration, software engineering, and sovereign IT infrastructure in Darwin","High"
"Kinetic IT (Darwin Hub)","kineticit.com.au","https://kineticit.com.au/careers/","Darwin","Large Australian IT managed service provider and enterprise cloud engineering with active Darwin presence","High"
"Tritium","tritiumcharging.com","https://tritiumcharging.com/careers/","Brisbane","DC electric vehicle fast chargers and power electronics software","Low - entered voluntary administration in 2024; assets acquired, local hiring unverified"
"Openpay","openpay.com.au","https://openpay.com.au/careers/","Melbourne","Buy-now-pay-later consumer finance platform","Low - entered receivership/liquidation in 2023; flag as inactive"
