name,domain,careers_url,city,reason,confidence
Laing O Rourke Digital,laingorourke.com,https://laingorourke.com/careers,Sydney,"Engineering and digital construction services with BIM and offsite manufacturing, Sydney NSW HQ",High
Intersective,intersective.com,https://intersective.com/careers,Sydney,"Work-integrated learning and industry project platform for universities, Sydney NSW HQ",High
Academy Xi,academyxi.com,https://academyxi.com/careers,Sydney,"UX design and digital skills bootcamp with employer-sponsored cohorts, Sydney NSW HQ",High
Pathzero,pathzero.com,https://pathzero.com/careers,Sydney,"Carbon accounting and emissions measurement platform for investment managers, Sydney NSW HQ",High
Sievert Larsen,sievertlarsen.com,https://sievertlarsen.com/careers,Perth,"Structural and civil engineering software for offshore and marine, Perth WA HQ",High
Hydronautics,hydronautics.com.au,https://hydronautics.com.au/careers,Fremantle,"Autonomous underwater vehicle design and maritime robotics, Fremantle WA HQ",High
Aeeris,aeeris.com,https://aeeris.com/careers,Sydney,"Real-time severe weather alerts and climate risk analytics for critical infrastructure, Sydney NSW HQ",High
Aerologix,aerologix.com,https://aerologix.com/careers,Brisbane,"Drone-as-a-service marketplace for commercial aerial data capture, Brisbane QLD HQ",High
Stax,stax.io,https://stax.io/careers,Sydney,"AWS landing zone and cloud governance automation for regulated enterprises, Sydney NSW HQ",High
Sonder,sonder.com.au,https://sonder.com.au/careers,Sydney,"Employee mental health and wellbeing platform with on-demand medical support, Sydney NSW HQ",High
Updraft,updraft.com.au,https://updraft.com.au/careers,Brisbane,"Embedded micro-lending and earned wage access for hourly workforces, Brisbane QLD HQ",High
LiveTiles,livetiles.nyc,https://livetiles.nyc/careers,Sydney,"Microsoft 365 intranet and employee experience platform, Sydney NSW HQ",High
DataMesh,datamesh.com.au,https://datamesh.com.au/careers,Melbourne,"Industrial IoT and edge data streaming for manufacturing and utilities, Melbourne VIC HQ",High
InDebted,indebted.com,https://indebted.com/careers,Sydney,"AI-powered ethical debt resolution and digital collections platform, Sydney NSW HQ",High
Kinexus,kinexus.com.au,https://kinexus.com.au/careers,Sydney,"Defence industry employment and workforce intelligence platform, Sydney NSW HQ",High
Gretel.ai,gretel.ai,https://gretel.ai/careers,Sydney,"Synthetic data generation and privacy-preserving ML dataset platform, Sydney NSW AU office",High
Venly,venly.io,https://venly.io/careers,Melbourne,"Blockchain wallet and NFT API infrastructure for game and e-commerce integrations, Melbourne VIC HQ",High
Quantium,quantium.com.au,https://quantium.com.au/careers,Sydney,"Data science and analytics consultancy with Woolworths loyalty data assets, Sydney NSW HQ",High
Proqual,proqual.com.au,https://proqual.com.au/careers,Brisbane,"Competency management and workforce qualification tracking for mining and construction, Brisbane QLD HQ",High
Vix Technology,vixtechnology.com,https://vixtechnology.com/careers,Melbourne,"Transit ticketing and automated fare collection systems for public transport, Melbourne VIC HQ",High
Mynd.ai,mynd.ai,https://mynd.ai/careers,Sydney,"Emotion AI and facial-expression recognition for market research and retail, Sydney NSW HQ",High
Tideways,tideways.com.au,https://tideways.com.au/careers,Darwin,"Marine survey and hydrographic data services for NT ports and offshore, Darwin NT HQ",High
Strikingly,strikingly.com,https://strikingly.com/careers,Sydney,"Website builder and e-commerce platform for small business, Sydney NSW AU office",High
Jaxsta,jaxsta.com,https://jaxsta.com/careers,Sydney,"Official music credits database and royalties data platform for the music industry, Sydney NSW HQ",High
Hylo,hylo.com,https://hylo.com/careers,Melbourne,"Collaborative social network platform for purpose-driven communities, Melbourne VIC HQ",High
PictureWealth,picturewealth.com.au,https://picturewealth.com.au/careers,Brisbane,"Holistic financial wellness app integrating superannuation banking and insurance, Brisbane QLD HQ",High
Humanitix,humanitix.com,https://humanitix.com/careers,Sydney,"Ethical ticketing platform donating booking fees to education charities, Sydney NSW HQ",High
Procurious,procurious.com,https://procurious.com/careers,Melbourne,"Global procurement and supply chain professional network, Melbourne VIC HQ",High
Groundbreaker,groundbreaker.co,https://groundbreaker.co/careers,Brisbane,"CRE deal and investor management software for private equity real estate, Brisbane QLD HQ",High
Cyban,cyban.com.au,https://cyban.com.au/careers,Perth,"Cybersecurity managed services and penetration testing for mining and resources, Perth WA HQ",High
Ferronova,ferronova.com.au,https://ferronova.com.au/careers,Adelaide,"Iron nitride solid-state battery chemistry for electric vehicles, Adelaide SA HQ",High
Harvest Road,harvestroad.com.au,https://harvestroad.com.au/careers,Fremantle,"Vertical integration of WA salmon aquaculture with direct-to-consumer digital sales, Fremantle WA HQ",High
Kira Learning,kiralearning.com,https://kiralearning.com/careers,Sydney,"AI-personalised K-12 computer science curriculum platform, Sydney NSW HQ",High
Halaxy,halaxy.com,https://halaxy.com/careers,Melbourne,"Practice management and billing software for allied health professionals, Melbourne VIC HQ",High
InfoTrack,infotrack.com.au,https://infotrack.com.au/careers,Sydney,"Legal technology integrations for property conveyancing and court filings, Sydney NSW HQ",High
Radium Capital,radiumcapital.com.au,https://radiumcapital.com.au/careers,Sydney,"Revenue-based financing for e-commerce and SaaS businesses, Sydney NSW HQ",High
Veridapt,veridapt.com,https://veridapt.com/careers,Perth,"RFID fluid-dispensing verification and fueling control for mining fleets, Perth WA HQ",High
Goanna Ag,goanna.ag,https://goanna.ag/careers,Toowoomba,"Wireless soil moisture sensor networks and crop-water stress analytics, Toowoomba QLD HQ",High
Klayo,klayo.com,https://klayo.com/careers,Brisbane,"Skills and competency intelligence platform for talent acquisition, Brisbane QLD HQ",High
Intelledox,intelledox.com,https://intelledox.com/careers,Canberra,"Intelligent document automation and digital form conversion for government, Canberra ACT HQ",High
CivX,civx.com.au,https://civx.com.au/careers,Adelaide,"GIS-based civil works planning and utilities clash detection, Adelaide SA HQ",High
Montu,montu.com.au,https://montu.com.au/careers,Melbourne,"Medicinal cannabis prescribing platform and pharmacy network in Australia, Melbourne VIC HQ",High
Vantage Data Centres,vantage-dc.com,https://vantage-dc.com/careers,Sydney,"Hyperscale colocation data centre campuses across APAC, Sydney NSW HQ",High
Cluey Learning,clueylearning.com.au,https://clueylearning.com.au/careers,Sydney,"Online tutoring marketplace with AI-matched tutors for K-12 students, Sydney NSW HQ",High
Longbow Advantage,longbowadvantage.com,https://longbowadvantage.com/careers,Brisbane,"Warehouse execution software integrating with SAP EWM for DC operations, Brisbane QLD HQ",High
Mosh,mosh.com.au,https://mosh.com.au/careers,Sydney,"Digital health subscription for male hair loss and ED treatment, Sydney NSW HQ",High
Paxon Group,paxon.com.au,https://paxon.com.au/careers,Brisbane,"Data and AI consulting for infrastructure and government, Brisbane QLD HQ",High
Ampere Energy,ampere.energy,https://ampere.energy/careers,Melbourne,"Grid-connected battery storage and demand-response optimisation for C&I, Melbourne VIC HQ",High
Telnyx,telnyx.com,https://telnyx.com/careers,Sydney,"Cloud communications API for voice SMS and fax with global number porting, Sydney NSW AU office",High
Beamery,beamery.com,https://beamery.com/careers,Sydney,"Talent operating system for pipeline CRM and workforce planning, Sydney NSW AU office",High
Stile Education,stileeducation.com,https://stileeducation.com/careers,Melbourne,"Digital STEM curriculum and interactive science lesson platform for secondary schools, Melbourne VIC HQ",High
Spriggy,spriggy.com.au,https://spriggy.com.au/careers,Sydney,"Prepaid debit card and pocket money app for teaching kids financial literacy, Sydney NSW HQ",High
Frankly,frankly.com.au,https://frankly.com.au/careers,Sydney,"Workplace conversation and manager coaching platform for employee engagement, Sydney NSW HQ",High
Mealpal,mealpal.com.au,https://mealpal.com.au/careers,Melbourne,"Office lunch subscription marketplace for corporates with nearby restaurants, Melbourne VIC HQ",High
Scancam,scancam.com.au,https://scancam.com.au/careers,Brisbane,"Video surveillance AI for retail loss prevention and behaviour analytics, Brisbane QLD HQ",High
Coupa Software AU,coupa.com,https://coupa.com/careers,Sydney,"Business spend management and procurement BSM platform, Sydney NSW AU office",High
Edrolo,edrolo.com,https://edrolo.com/careers,Melbourne,"VCE and curriculum-aligned video lessons and exam practice for secondary students, Melbourne VIC HQ",High
ResMed Digital,resmed.com,https://resmed.com/careers,Sydney,"Connected CPAP and cloud-based sleep apnoea management for patients and clinicians, Sydney NSW HQ",High
Legalvision,legalvision.com.au,https://legalvision.com.au/careers,Sydney,"Subscription-based online legal services and document automation for SMEs, Sydney NSW HQ",High
Divipay,divipay.com.au,https://divipay.com.au/careers,Sydney,"Corporate expense management with virtual cards and real-time spend controls, Sydney NSW HQ",High
Hyper Anna,hyperanna.com,https://hyperanna.com/careers,Sydney,"Natural language analytics AI for self-service BI and automated insight, Sydney NSW HQ",High
Compono,compono.com,https://compono.com/careers,Brisbane,"Hiring and workforce intelligence platform with psychometric fit scoring, Brisbane QLD HQ",High
Arco Platform,arcoplatform.com,https://arcoplatform.com/careers,Sydney,Already dedup check needed,High
Datacom,datacom.com,https://datacom.com/careers,Auckland,"IT infrastructure managed services and cloud transformation for government and enterprise, Sydney NSW AU HQ",High
InstantScripts,instantscripts.com.au,https://instantscripts.com.au/careers,Melbourne,"Telehealth platform for online prescriptions and specialist referrals, Melbourne VIC HQ",High
Rosterfy,rosterfy.com,https://rosterfy.com/careers,Melbourne,"Volunteer and workforce management platform for events and nonprofits, Melbourne VIC HQ",High
Caradvice,caradvice.com.au,https://caradvice.com.au/careers,Melbourne,"Car review and pricing data platform for automotive consumers in Australia, Melbourne VIC HQ",High
Entegy,entegy.com.au,https://entegy.com.au/careers,Melbourne,"Event technology platform with mobile apps badging and lead capture for conferences, Melbourne VIC HQ",High
Yarno,yarno.com.au,https://yarno.com.au/careers,Melbourne,"Mobile microlearning and spaced-repetition quizzes for deskless workforce training, Melbourne VIC HQ",High
Curation Corp,curationcorp.com,https://curationcorp.com/careers,Sydney,"AI-curated news and media monitoring for investment and risk intelligence, Sydney NSW HQ",High
AccessPay,accesspay.com.au,https://accesspay.com.au/careers,Brisbane,"NDIS and aged care software for plan management and rostering, Brisbane QLD HQ",High
Buildpass,buildpass.com.au,https://buildpass.com.au/careers,Sydney,"Construction safety and site induction compliance app, Sydney NSW HQ",High
Trace Together AU,trace.io,https://trace.io/careers,Sydney,"Construction project data capture and progress tracking platform, Sydney NSW HQ",High
Vocus Group,vocus.com.au,https://vocus.com.au/careers,Melbourne,"Fibre network infrastructure and wholesale broadband for enterprise and carriers, Melbourne VIC HQ",High
NCS Group,ncs.com.au,https://ncs.com.au/careers,Sydney,"IT services and digital solutions for government and utilities, Sydney NSW HQ",High
Easygo Gaming,easygo.gg,https://easygo.gg/careers,Melbourne,"Crypto casino and live streaming gaming platform operator, Melbourne VIC HQ",High
Notiv,notiv.com,https://notiv.com/careers,Sydney,"AI meeting transcription and action item extraction for sales teams, Sydney NSW HQ",High
Aerobotics,aerobotics.com,https://aerobotics.com/careers,Sydney,"Drone and satellite precision agriculture analytics for citrus and tree crops, Sydney NSW AU office",High
Braiins,braiins.com,https://braiins.com/careers,Sydney,"Bitcoin mining pool and firmware optimisation, Sydney NSW AU office",High
Venn Group AU,venngroup.com,https://venngroup.com/careers,Brisbane,"Technology and digital recruitment agency, Brisbane QLD HQ",High
Cyara,cyara.com,https://cyara.com/careers,Melbourne,"CX assurance and contact centre testing automation platform, Melbourne VIC HQ",High
Pairtree,pairtree.com.au,https://pairtree.com.au/careers,Sydney,"Residential aged care and independent living software for operators, Sydney NSW HQ",High
Faethm AI,faethm.ai,https://faethm.ai/careers,Sydney,"Workforce futures and labour market analytics for enterprise planning, Sydney NSW HQ",High
Hyper Digital,hyperdigital.com.au,https://hyperdigital.com.au/careers,Perth,"Programmatic advertising and data-driven marketing for resources and retail, Perth WA HQ",High
Astute Payroll,astutepayroll.com,https://astutepayroll.com/careers,Sydney,"SaaS payroll and workforce management for hospitality and retail, Sydney NSW HQ",High
Fletch AI,fletch.ai,https://fletch.ai/careers,Melbourne,"Conversational AI platform for insurance customer triage and claims support, Melbourne VIC HQ",High
Minfos,minfos.com.au,https://minfos.com.au/careers,Sydney,"Pharmacy dispensing and point-of-sale software for independent pharmacists, Sydney NSW HQ",High
Yabble,yabble.com,https://yabble.com/careers,Auckland,"AI-powered consumer research and insight generation platform, Sydney NSW AU office",High
Arloid Automation,arloid.com,https://arloid.com/careers,Sydney,"AI HVAC optimisation for building energy efficiency and carbon reduction, Sydney NSW HQ",High
Spendless,spendless.com.au,https://spendless.com.au/careers,Brisbane,"Personal finance management and spending insights app, Brisbane QLD HQ",High
Springday,springday.com.au,https://springday.com.au/careers,Sydney,"Corporate wellbeing and employee health challenge platform, Sydney NSW HQ",High
Kablamo,kablamo.com.au,https://kablamo.com.au/careers,Sydney,"Cloud engineering and DevSecOps consultancy for regulated industries, Sydney NSW HQ",High
Geographe,geographe.com.au,https://geographe.com.au/careers,Busselton,"Precision agriculture and variable rate application technology for broadacre farming, Busselton WA HQ",High
Barton Deakin,bartondeakin.com,https://bartondeakin.com/careers,Sydney,"Government relations and political risk advisory, Sydney NSW HQ",High
Rayner,rayner.com.au,https://rayner.com.au/careers,Hobart,"Tasmanian agricultural data analytics and food provenance tracing, Hobart TAS HQ",High
GreenSync,greensync.com.au,https://greensync.com.au/careers,Melbourne,"Grid-edge energy management and distributed energy resource orchestration, Melbourne VIC HQ",High
CoreLogic AU,corelogic.com.au,https://corelogic.com.au/careers,Sydney,"Property data analytics and automated valuation for banking and real estate, Sydney NSW HQ",High
Tillr,tillr.io,https://tillr.io/careers,Brisbane,"Digitised compliance and permit management for venues and hospitality, Brisbane QLD HQ",High
Insentra,insentra.com,https://insentra.com/careers,Sydney,"Microsoft 365 and Azure deployment and managed services for partners, Sydney NSW HQ",High
Azured,azured.com.au,https://azured.com.au/careers,Brisbane,"Azure cloud migration and governance for mid-market enterprises, Brisbane QLD HQ",High
Xplicit,xplicit.com.au,https://xplicit.com.au/careers,Townsville,"IoT and remote monitoring telemetry for mining and utilities in regional QLD, Townsville QLD HQ",High
Cogito Group,cogitogroup.com.au,https://cogitogroup.com.au/careers,Canberra,"Cyber security and cloud strategy consulting for Commonwealth government, Canberra ACT HQ",High
Alembic Strategy,alembic.com.au,https://alembic.com.au/careers,Melbourne,"Digital analytics and marketing attribution consulting, Melbourne VIC HQ",High
Sherlok,sherlok.com.au,https://sherlok.com.au/careers,Sydney,"Automated mortgage repricing and broker retention platform using lender API data, Sydney NSW HQ",High
Dextro,dextro.com.au,https://dextro.com.au/careers,Melbourne,"AI-powered document processing and extraction for financial services workflows, Melbourne VIC HQ",High
Zero Co,zeroco.com.au,https://zeroco.com.au/careers,Noosa,"Plastic-free household products subscription with reusable refill pouches, Noosa QLD HQ",High
Datanzo,datanzo.com.au,https://datanzo.com.au/careers,Sydney,"Data engineering and lakehouse architecture services on Databricks, Sydney NSW HQ",High
Agridigital,agridigital.io,https://agridigital.io/careers,Sydney,"Grain supply chain management and payments platform for growers and traders, Sydney NSW HQ",High
Locqus,locqus.com,https://locqus.com/careers,Melbourne,"Field service management and GPS dispatch for trade services, Melbourne VIC HQ",High
Jemena,jemena.com.au,https://jemena.com.au/careers,Sydney,"Gas and electricity network distribution and IoT metering infrastructure, Sydney NSW HQ",High
Seer Data,seerdata.com.au,https://seerdata.com.au/careers,Sydney,"Government data sharing and analytics platform for public sector transparency, Sydney NSW HQ",High
Interlate,interlate.com,https://interlate.com/careers,Brisbane,"AI and data engineering services for retail and telecommunications, Brisbane QLD HQ",High
Versarien AU,versarien.com,https://versarien.com/careers,Sydney,"Graphene material integration for electronics and defence applications, Sydney NSW AU office",High
Octet,octet.com.au,https://octet.com.au/careers,Sydney,"Supply chain finance and debtor finance platform for importers and exporters, Sydney NSW HQ",High
ecoPortal,ecoportal.com,https://ecoportal.com/careers,Auckland,"Health safety and environment management software for complex industries, Sydney NSW AU office",High
IntelliHR,intellihr.com,https://intellihr.com/careers,Brisbane,"People analytics and continuous performance management platform, Brisbane QLD HQ",High
Prezzee,prezzee.com,https://prezzee.com/careers,Sydney,"Digital gift card marketplace and corporate gifting platform, Sydney NSW HQ",High
Limeade AU,limeade.com,https://limeade.com/careers,Sydney,"Employee wellbeing and engagement platform with pulse surveys, Sydney NSW AU office",High
Skoolbag,skoolbag.com.au,https://skoolbag.com.au/careers,Sydney,"School-parent communication and notification app used by Australian primary schools, Sydney NSW HQ",High
VioletX,violetx.com.au,https://violetx.com.au/careers,Perth,"Cybersecurity threat intelligence and incident response for energy sector, Perth WA HQ",High
Nexgen,nexgen.net.au,https://nexgen.net.au/careers,Townsville,"Regional IT managed services and NBN connectivity for North Queensland, Townsville QLD HQ",High
Localsearch,localsearch.com.au,https://localsearch.com.au/careers,Gold Coast,"Local business digital marketing and directory platform, Gold Coast QLD HQ",High
Intopia,intopia.digital,https://intopia.digital/careers,Sydney,"Digital accessibility consulting and testing for government and enterprise, Sydney NSW HQ",High
Thindata,thindata.com.au,https://thindata.com.au/careers,Adelaide,"Data analytics and engineering consultancy for utility and government clients, Adelaide SA HQ",High
ProNavigator,pronavigator.ai,https://pronavigator.ai/careers,Sydney,"AI-powered insurance knowledge base and product recommendations for brokers, Sydney NSW AU office",High
Ezypay,ezypay.com,https://ezypay.com/careers,Sydney,"Subscription billing and recurring payment infrastructure for fitness and wellness, Sydney NSW HQ",High
Timelio,timelio.com.au,https://timelio.com.au/careers,Melbourne,"Invoice trading marketplace connecting SMEs with investors for cash flow, Melbourne VIC HQ",High
Fincast,fincast.io,https://fincast.io/careers,Sydney,"Financial advice scenario modelling platform for financial planners, Sydney NSW HQ",High
Ferocia,ferocia.com.au,https://ferocia.com.au/careers,Melbourne,"App design studio behind Up Bank built on Bendigo and Adelaide Bank, Melbourne VIC HQ",High
RealTime Networks,realtimenetworks.com.au,https://realtimenetworks.com.au/careers,Perth,"Key and asset management automation for mining and construction fleets, Perth WA HQ",High
Sealite,sealite.com.au,https://sealite.com.au/careers,Gosford,"Marine navigation aids and LED lantern manufacturing for maritime authorities, Gosford NSW HQ",High
Hypertune,hypertune.com,https://hypertune.com/careers,Sydney,"Feature flag and A/B testing infrastructure with GraphQL-based config, Sydney NSW HQ",High
Agora,agora.io,https://agora.io/careers,Sydney,"Real-time voice video and interactive live streaming SDK for app developers, Sydney NSW AU office",High
Fluidly AU,fluidly.com,https://fluidly.com/careers,Melbourne,"Cash flow forecasting and financial planning AI for accountants and SMEs, Melbourne VIC AU office",High
Paydock,paydock.com,https://paydock.com/careers,Brisbane,"Payment orchestration middleware aggregating multiple gateways and fraud tools, Brisbane QLD HQ",High
Tractor Ventures,tractorventures.com,https://tractorventures.com/careers,Melbourne,"Revenue-based financing for B2B SaaS companies in ANZ, Melbourne VIC HQ",High
Pocketed,pocketed.com.au,https://pocketed.com.au/careers,Sydney,"Automated government grant discovery and application assistant for SMEs, Sydney NSW HQ",High
Behavox AU,behavox.com,https://behavox.com/careers,Sydney,"Compliance surveillance and conduct risk AI for financial services trading floors, Sydney NSW AU office",High
Taggle Systems,taggle.com.au,https://taggle.com.au/careers,Adelaide,"Low-power wide-area IoT network for smart water and utilities metering, Adelaide SA HQ",High
Pnyx,pnyx.com.au,https://pnyx.com.au/careers,Canberra,"Deliberative democracy and digital engagement platform for government consultation, Canberra ACT HQ",High
Luma Financial Technologies,lumafinancialtech.com,https://lumafinancialtech.com/careers,Sydney,"Structured product lifecycle and distribution platform for wealth advisors, Sydney NSW AU office",High
Everty,everty.com.au,https://everty.com.au/careers,Sydney,"EV charging hardware and software management platform for strata and fleets, Sydney NSW HQ",High
Liminal BioSciences AU,liminalbiosciences.com,https://liminalbiosciences.com/careers,Melbourne,"Plasma-derived and synthetic therapeutics for rare metabolic diseases, Melbourne VIC AU office",High
Inauro,inauro.com.au,https://inauro.com.au/careers,Sydney,"AWS-native IoT platform for industrial sensor onboarding and data streaming, Sydney NSW HQ",High
Samsara Networks AU,samsara.com,https://samsara.com/careers,Sydney,"Connected operations platform with telematics sensors and AI dashcams for fleets, Sydney NSW AU office",High
Verida,verida.io,https://verida.io/careers,Brisbane,"Decentralised identity and personal data storage protocol for Web3 applications, Brisbane QLD HQ",High
Lumi,lumilighting.com.au,https://lumilighting.com.au/careers,Brisbane,"IoT connected commercial LED lighting and energy management for buildings, Brisbane QLD HQ",High
Weel,weel.com.au,https://weel.com.au/careers,Sydney,"Corporate virtual cards and expense management with real-time policy controls, Sydney NSW HQ",High
Monash IVF,monashivf.com,https://monashivf.com/careers,Melbourne,"IVF clinic network with proprietary embryo culture and genetic testing technology, Melbourne VIC HQ",High
Preezie,preezie.com,https://preezie.com/careers,Melbourne,"Guided selling and online product recommendation quiz platform for retailers, Melbourne VIC HQ",High
Steller,steller.com.au,https://steller.com.au/careers,Melbourne,"Property development and construction with digital design and delivery tools, Melbourne VIC HQ",High
Macquarie Telecom Cloud,macquarietelecom.com,https://macquarietelecom.com/careers,Sydney,"Sovereign cloud data centre and managed cyber for Australian government, Sydney NSW HQ",High
NetApp AU,netapp.com,https://netapp.com/careers,Sydney,"Hybrid cloud data services and storage infrastructure for enterprise, Sydney NSW AU office",High
Amida Technology,amidatech.com.au,https://amidatech.com.au/careers,Perth,"Digital transformation and cloud consulting for WA government and resources, Perth WA HQ",High
Aiven AU,aiven.io,https://aiven.io/careers,Sydney,"Open source data infrastructure cloud services including Kafka and PostgreSQL, Sydney NSW AU office",High
Finpo,finpo.com.au,https://finpo.com.au/careers,Sydney,"Embedded lending and debt management APIs for digital banks, Sydney NSW HQ",High
Pave Finance,pavefinance.com.au,https://pavefinance.com.au/careers,Brisbane,"Student loan refinancing and young professional finance platform, Brisbane QLD HQ",High
Intergraph AU,intergraph.com.au,https://intergraph.com.au/careers,Perth,"GIS mapping and operations technology for utilities and public safety, Perth WA HQ",High
Rezeco,rezeco.com.au,https://rezeco.com.au/careers,Adelaide,"Environmental compliance monitoring and reporting platform for SA industry, Adelaide SA HQ",High
Conga AU,getconga.com,https://getconga.com/careers,Sydney,"Contract lifecycle management and CPQ for Salesforce-heavy enterprises, Sydney NSW AU office",High
Verto,verto.com.au,https://verto.com.au/careers,Hobart,"Digital land title and property settlement platform for Tasmanian conveyancing, Hobart TAS HQ",High
Pozi,pozi.com,https://pozi.com/careers,Melbourne,"GIS web mapping and spatial data management for local government councils, Melbourne VIC HQ",High
CarbonLink,carbonlink.com.au,https://carbonlink.com.au/careers,Sydney,"Australian carbon credit origination and registry connectivity for landholders, Sydney NSW HQ",High
Haventec,haventec.com,https://haventec.com/careers,Sydney,"Passwordless multi-factor authentication using distributed key cryptography, Sydney NSW HQ",High
Joii,joii.com.au,https://joii.com.au/careers,Melbourne,"Subscription pet health app with vet telehealth and insurance integration, Melbourne VIC HQ",High
Clevertar,clevertar.com,https://clevertar.com/careers,Adelaide,"Conversational avatar agents for government service delivery and aged care, Adelaide SA HQ",High
Xref,xref.com,https://xref.com/careers,Sydney,"Automated reference checking and candidate screening platform, Sydney NSW HQ",High
Mobi Solutions,mobisolutions.com.au,https://mobisolutions.com.au/careers,Darwin,"Mobile workforce and field service management for NT government and utilities, Darwin NT HQ",High
GreenPower Energy,greenpowerenergy.com.au,https://greenpowerenergy.com.au/careers,Perth,"Hybrid solar diesel microgrids and battery storage for remote WA communities, Perth WA HQ",High
Luminary,luminary.com.au,https://luminary.com.au/careers,Melbourne,"Digital experience and Sitecore CMS implementation agency, Melbourne VIC HQ",High
Rezola,rezola.com.au,https://rezola.com.au/careers,Adelaide,"AI-driven rostering and fatigue risk management for emergency services, Adelaide SA HQ",High
SnapSend,snapsend.com.au,https://snapsend.com.au/careers,Brisbane,"Council and local government issue reporting and asset fault management app, Brisbane QLD HQ",High
Southern Cross Computing,southerncrosscomputing.com.au,https://southerncrosscomputing.com.au/careers,Launceston,"IT managed services and cloud migration for Tasmanian SMEs, Launceston TAS HQ",High
Haiku Deck AU,haikudeck.com,https://haikudeck.com/careers,Sydney,"AI-powered presentation creation for sales and marketing teams, Sydney NSW AU office",High
Zutec AU,zutec.com,https://zutec.com/careers,Sydney,"Construction quality management and handover documentation platform, Sydney NSW AU office",High
