"name","domain","careers_url","city","reason","confidence","source_url","technology_rationale"
"Airlock Digital","airlockdigital.com","https://www.airlockdigital.com/careers","Adelaide","Zero trust application allowlisting enforcement and endpoint security software against untrusted binaries, Adelaide SA HQ","High","https://www.airlockdigital.com/contact-us","Zero trust application allowlisting enforcement and endpoint security software against untrusted binaries"
"Cydarm Technologies","cydarm.com","https://www.cydarm.com/careers","Melbourne","Cybersecurity incident response orchestration platform, playbook automation, and secure collaboration SaaS, Melbourne VIC HQ","High","https://www.cydarm.com/contact","Cybersecurity incident response orchestration platform, playbook automation, and secure collaboration SaaS"
"Huntsman Security","huntsmansecurity.com","https://www.huntsmansecurity.com/careers/","Sydney","Automated cyber posture assessment, Essential Eight scorecards, and defense-grade SIEM analytics software, Sydney NSW HQ","High","https://www.huntsmansecurity.com/contact-us/","Automated cyber posture assessment, Essential Eight scorecards, and defense-grade SIEM analytics software"
"MailGuard","mailguard.com.au","https://www.mailguard.com.au/careers","Melbourne","Cloud email security gateway, zero-day phishing detection algorithms, and enterprise threat intelligence, Melbourne VIC HQ","High","https://www.mailguard.com.au/contact","Cloud email security gateway, zero-day phishing detection algorithms, and enterprise threat intelligence"
"Cog Systems","cog.systems","https://cog.systems/careers/","Sydney","Type-1 hypervisor embedded security architecture, microkernel mobile virtualization, and IoT firmware defense, Sydney NSW HQ","High","https://cog.systems/contact/","Type-1 hypervisor embedded security architecture, microkernel mobile virtualization, and IoT firmware defense"
"Allume Energy","allumeenergy.com","https://allumeenergy.com/careers/","Melbourne","SolShare rooftop solar distribution hardware and multi-tenant smart clean energy sharing software, Melbourne VIC HQ","High","https://allumeenergy.com/contact/","SolShare rooftop solar distribution hardware and multi-tenant smart clean energy sharing software"
"Renewable Metals","renewablemetals.com.au","https://renewablemetals.com.au/careers/","Perth","Alkaline chemical process recycling lithium-ion battery cathode minerals with low carbon footprint, Perth WA HQ","High","https://renewablemetals.com.au/contact/","Alkaline chemical process recycling lithium-ion battery cathode minerals with low carbon footprint"
"Novalith Technologies","novalith.com.au","https://novalith.com.au/careers/","Sydney","Carbon dioxide-based direct lithium extraction and environmentally benign battery-grade lithium refining, Sydney NSW HQ","High","https://novalith.com.au/contact/","Carbon dioxide-based direct lithium extraction and environmentally benign battery-grade lithium refining"
"Allegro Energy","allegroenergy.com","https://allegroenergy.com/careers/","Newcastle","Water-based non-flammable electrolyte redox flow batteries and grid-scale microgrid energy storage, Newcastle NSW HQ","High","https://allegroenergy.com/contact/","Water-based non-flammable electrolyte redox flow batteries and grid-scale microgrid energy storage"
"GridCognition","gridcognition.com","https://gridcognition.com/careers/","Melbourne","Software simulation and economic optimization platform for distributed energy and EV microgrid assets, Melbourne VIC HQ","High","https://gridcognition.com/contact/","Software simulation and economic optimization platform for distributed energy and EV microgrid assets"
"Uluu","uluu.com.au","https://www.uluu.com.au/careers","Perth","Ocean-derived red seaweed fermentation biomaterials manufacturing natural biodegradable PHA plastics, Perth WA HQ","High","https://www.uluu.com.au/contact","Ocean-derived red seaweed fermentation biomaterials manufacturing natural biodegradable PHA plastics"
"Goterra","goterra.com.au","https://goterra.com.au/careers/","Canberra","Autonomous modular robotic waste management units using insect bioconversion for organic waste, Canberra ACT HQ","High","https://goterra.com.au/contact/","Autonomous modular robotic waste management units using insect bioconversion for organic waste"
"Vast Solar","vast.energy","https://vast.energy/careers/","Sydney","Concentrated solar thermal power generation with modular sodium heat transfer loops and storage, Sydney NSW HQ","High","https://vast.energy/contact/","Concentrated solar thermal power generation with modular sodium heat transfer loops and storage"
"HydGene Renewables","hydgene.com","https://hydgene.com/careers/","Sydney","Biocatalytic green hydrogen production utilizing engineered bacterial enzymes and agricultural waste, Sydney NSW HQ","High","https://hydgene.com/contact/","Biocatalytic green hydrogen production utilizing engineered bacterial enzymes and agricultural waste"
"ElectraLith","electralith.com","https://electralith.com/careers/","Melbourne","Direct lithium extraction membrane technology using electro-filtration without chemicals or water consumption, Melbourne VIC HQ","High","https://electralith.com/contact/","Direct lithium extraction membrane technology using electro-filtration without chemicals or water consumption"
"Cecil Earth","cecil.earth","https://www.cecil.earth/careers","Sydney","Natural capital data infrastructure, automated spatial land analysis, and ecological asset reporting APIs, Sydney NSW HQ","High","https://www.cecil.earth/contact","Natural capital data infrastructure, automated spatial land analysis, and ecological asset reporting APIs"
"Li-S Energy","lis.energy","https://lis.energy/careers/","Geelong","Lithium-sulfur batteries with boron nitride nanotubes for high energy density aerospace storage, Geelong VIC HQ","High","https://lis.energy/contact-us/","Lithium-sulfur batteries with boron nitride nanotubes for high energy density aerospace storage"
"Gelion","gelion.com","https://gelion.com/careers/","Sydney","Zinc-bromide gel and sulfur cathode battery technology for long-duration stationary storage, Sydney NSW HQ","High","https://gelion.com/contact/","Zinc-bromide gel and sulfur cathode battery technology for long-duration stationary storage"
"Pure Battery Technologies","purebatterytech.com","https://purebatterytech.com/careers/","Brisbane","Low-emission nickel and cobalt refining technology for lithium-ion battery cathode precursors, Brisbane QLD HQ","High","https://purebatterytech.com/contact-us/","Low-emission nickel and cobalt refining technology for lithium-ion battery cathode precursors"
"Calix","calix.global","https://calix.global/careers/","Sydney","Electric calcination reactors for industrial decarbonisation, zero-emission cement, and lime production, Sydney NSW HQ","High","https://calix.global/contact-us/","Electric calcination reactors for industrial decarbonisation, zero-emission cement, and lime production"
"Hazer Group","hazergroup.com.au","https://hazergroup.com.au/careers/","Perth","Methane pyrolysis producing low-emission hydrogen and synthetic battery-grade graphite, Perth WA HQ","High","https://hazergroup.com.au/contact-us/","Methane pyrolysis producing low-emission hydrogen and synthetic battery-grade graphite"
"Entyr","entyr.com.au","https://entyr.com.au/careers/","Brisbane","Thermal desorption recycling end-of-life tyres into recovered carbon black and fuel oil, Brisbane QLD HQ","High","https://entyr.com.au/contact/","Thermal desorption recycling end-of-life tyres into recovered carbon black and fuel oil"
"Enosi Energy","enosi.energy","https://enosi.energy/careers/","Sydney","Powertracer peer-to-peer renewable energy tracing and time-matching electricity SaaS, Sydney NSW HQ","High","https://enosi.energy/contact-us/","Powertracer peer-to-peer renewable energy tracing and time-matching electricity SaaS"
"Evergen","evergen.com.au","https://evergen.com.au/careers/","Brisbane","Renewable energy orchestration software, intelligent battery optimization, and VPP control, Brisbane QLD HQ","High","https://evergen.com.au/contact/","Renewable energy orchestration software, intelligent battery optimization, and VPP control"
"Energy Exemplar","energyexemplar.com","https://energyexemplar.com/careers/","Adelaide","PLEXOS energy market simulation software and electricity grid dispatch modeling, Adelaide SA HQ","High","https://energyexemplar.com/contact-us/","PLEXOS energy market simulation software and electricity grid dispatch modeling"
"Birdwood Energy","birdwoodenergy.com","https://birdwoodenergy.com/careers/","Sydney","Software-driven clean energy grid battery storage asset orchestration and optimization, Sydney NSW HQ","High","https://birdwoodenergy.com/contact/","Software-driven clean energy grid battery storage asset orchestration and optimization"
"Vaxxas","vaxxas.com","https://vaxxas.com/careers/","Brisbane","High-density high-precision micro-array needle patch vaccine delivery technology and bioengineering, Brisbane QLD HQ","High","https://vaxxas.com/contact/","High-density high-precision micro-array needle patch vaccine delivery technology and bioengineering"
"WearOptimo","wearoptimo.com","https://wearoptimo.com/careers/","Brisbane","Microneedle wearable biosensor electronic patches for real-time continuous biomarker monitoring, Brisbane QLD HQ","High","https://wearoptimo.com/contact/","Microneedle wearable biosensor electronic patches for real-time continuous biomarker monitoring"
"Heidi Health","heidihealth.com","https://www.heidihealth.com/careers","Melbourne","Ambient clinical AI scribe, automated medical consultation transcription, and EHR documentation software, Melbourne VIC HQ","High","https://www.heidihealth.com/contact","Ambient clinical AI scribe, automated medical consultation transcription, and EHR documentation software"
"Lumos Diagnostics","lumosdiagnostics.com","https://lumosdiagnostics.com/careers/","Melbourne","Rapid point-of-care diagnostic test hardware, digital reader instrumentation, and microfluidics systems, Melbourne VIC HQ","High","https://lumosdiagnostics.com/contact/","Rapid point-of-care diagnostic test hardware, digital reader instrumentation, and microfluidics systems"
"PainChek","painchek.com","https://painchek.com/careers/","Sydney","Smartphone facial recognition AI algorithms assessing micro-expressions for objective clinical pain scoring, Sydney NSW HQ","High","https://painchek.com/contact/","Smartphone facial recognition AI algorithms assessing micro-expressions for objective clinical pain scoring"
"Botanix Pharmaceuticals","botanixpharma.com","https://botanixpharma.com/careers/","Perth","Novel topical synthetic cannabinoid therapeutics and Permetrex skin permeation drug delivery formulation, Perth WA HQ","High","https://botanixpharma.com/contact/","Novel topical synthetic cannabinoid therapeutics and Permetrex skin permeation drug delivery formulation"
"Syntara","syntara.com.au","https://syntara.com.au/careers/","Sydney","Clinical-stage small molecule drug discovery for hematological malignancies and fibrotic diseases, Sydney NSW HQ","High","https://syntara.com.au/contact/","Clinical-stage small molecule drug discovery for hematological malignancies and fibrotic diseases"
"MycRx","mycrx.com","https://mycrx.com/careers/","Melbourne","Small-molecule MYC oncogene inhibitors and structure-based drug discovery for cancer therapeutics, Melbourne VIC HQ","High","https://mycrx.com/contact/","Small-molecule MYC oncogene inhibitors and structure-based drug discovery for cancer therapeutics"
"Carina Biotech","carinabiotech.com","https://carinabiotech.com/careers/","Adelaide","CAR-T cell immunotherapy targeting solid tumors and LGR5 cancer stem cells, Adelaide SA HQ","High","https://carinabiotech.com/contact-us/","CAR-T cell immunotherapy targeting solid tumors and LGR5 cancer stem cells"
"EMVision Medical Devices","emvision.com.au","https://emvision.com.au/careers/","Sydney","Portable electromagnetic microwave brain scanner for point-of-care stroke and neuroimaging, Sydney NSW HQ","High","https://emvision.com.au/contact-us/","Portable electromagnetic microwave brain scanner for point-of-care stroke and neuroimaging"
"CurveBeam AI","curvebeamai.com","https://curvebeamai.com/careers/","Melbourne","Weight-bearing CT imaging systems and bone health deep learning AI diagnostics, Melbourne VIC HQ","High","https://curvebeamai.com/contact/","Weight-bearing CT imaging systems and bone health deep learning AI diagnostics"
"Atmo Biosciences","atmobiosciences.com","https://atmobiosciences.com/careers/","Melbourne","Ingestible gas-sensing capsule evaluating gut microbiome and gastrointestinal motility, Melbourne VIC HQ","High","https://atmobiosciences.com/contact/","Ingestible gas-sensing capsule evaluating gut microbiome and gastrointestinal motility"
"Perx Health","perxhealth.com","https://perxhealth.com/careers/","Sydney","Behavioral digital care management and medication adherence gamification platform, Sydney NSW HQ","High","https://perxhealth.com/contact/","Behavioral digital care management and medication adherence gamification platform"
"Telstra Health","telstrahealth.com","https://telstrahealth.com/careers/","Melbourne","Digital healthcare software, electronic medical records, clinical communication, and aged care SaaS, Melbourne VIC HQ","High","https://telstrahealth.com/contact-us/","Digital healthcare software, electronic medical records, clinical communication, and aged care SaaS"
"Constantinople","constantinople.net","https://constantinople.net/careers/","Sydney","Software-defined all-in-one cloud banking infrastructure, ledger, and operational compliance platform, Sydney NSW HQ","High","https://constantinople.net/contact/","Software-defined all-in-one cloud banking infrastructure, ledger, and operational compliance platform"
"Archa","archa.com.au","https://www.archa.com.au/careers","Melbourne","Corporate credit card issuance, expense management software, and automated corporate spend controls, Melbourne VIC HQ","High","https://www.archa.com.au/contact","Corporate credit card issuance, expense management software, and automated corporate spend controls"
"Thriday","thriday.com.au","https://www.thriday.com.au/careers","Melbourne","Automated small business financial management, automated tax calculations, and banking-as-a-service, Melbourne VIC HQ","High","https://www.thriday.com.au/contact","Automated small business financial management, automated tax calculations, and banking-as-a-service"
"Cape","getcape.io","https://getcape.io/careers/","Sydney","Corporate spend management card infrastructure and automated accounting reconciliation software, Sydney NSW HQ","High","https://getcape.io/contact/","Corporate spend management card infrastructure and automated accounting reconciliation software"
"Waave","waave.com","https://waave.com/careers/","Sydney","Pay by Bank payment gateway architecture utilizing Consumer Data Right open banking protocols, Sydney NSW HQ","High","https://waave.com/contact/","Pay by Bank payment gateway architecture utilizing Consumer Data Right open banking protocols"
"Claim Central Tech","claimcentral.com.au","https://www.claimcentral.com.au/careers/","Sydney","Digital insurance claim assessment software, virtual loss inspection tools, and repair ecosystem SaaS, Sydney NSW HQ","High","https://www.claimcentral.com.au/contact/","Digital insurance claim assessment software, virtual loss inspection tools, and repair ecosystem SaaS"
"Banjo Loans","banjoloans.com","https://www.banjoloans.com/careers/","Melbourne","Fintech algorithmic SME lending platform providing automated asset-backed business financing, Melbourne VIC HQ","High","https://www.banjoloans.com/contact/","Fintech algorithmic SME lending platform providing automated asset-backed business financing"
"Payapps","payapps.com","https://www.payapps.com/careers","Melbourne","Construction progress payment claims compliance software, security of payment act automation SaaS, Melbourne VIC HQ","High","https://www.payapps.com/contact","Construction progress payment claims compliance software, security of payment act automation SaaS"
"Earlypay","earlypay.com.au","https://earlypay.com.au/careers/","Sydney","Invoice financing technology platform, automated ledger syncing, and SME working capital analytics, Sydney NSW HQ","High","https://earlypay.com.au/contact-us/","Invoice financing technology platform, automated ledger syncing, and SME working capital analytics"
"Alex Bank","alex.bank","https://alex.bank/careers/","Brisbane","Digital bank lending engine, automated algorithmic underwriting, and cloud deposit infrastructure, Brisbane QLD HQ","High","https://alex.bank/contact/","Digital bank lending engine, automated algorithmic underwriting, and cloud deposit infrastructure"
"Cuscal","cuscal.com.au","https://www.cuscal.com.au/careers/","Sydney","Wholesale payment switching architecture, real-time New Payments Platform (NPP) connectivity APIs, Sydney NSW HQ","High","https://www.cuscal.com.au/contact-us/","Wholesale payment switching architecture, real-time New Payments Platform (NPP) connectivity APIs"
"mx51","mx51.io","https://mx51.io/careers/","Sydney","Bank-grade merchant acquiring orchestration, payment terminal operating systems, and transaction SaaS, Sydney NSW HQ","High","https://mx51.io/contact/","Bank-grade merchant acquiring orchestration, payment terminal operating systems, and transaction SaaS"
"Slyp","slyp.com.au","https://www.slyp.com.au/careers","Sydney","Smart digital receipt delivery infrastructure integrated into major banking applications and point-of-sale, Sydney NSW HQ","High","https://www.slyp.com.au/contact","Smart digital receipt delivery infrastructure integrated into major banking applications and point-of-sale"
"FinClear","finclear.com.au","https://finclear.com.au/careers/","Sydney","Wealth management core execution infrastructure, wholesale securities clearing, and market trade APIs, Sydney NSW HQ","High","https://finclear.com.au/contact/","Wealth management core execution infrastructure, wholesale securities clearing, and market trade APIs"
"Onmarket","onmarket.com.au","https://www.onmarket.com.au/careers/","Sydney","Retail equity crowdfunding and IPO syndication investment platform with automated investor onboarding, Sydney NSW HQ","High","https://www.onmarket.com.au/contact-us/","Retail equity crowdfunding and IPO syndication investment platform with automated investor onboarding"
"OpenMarkets","openmarkets.com.au","https://openmarkets.com.au/careers/","Melbourne","Wholesale digital brokerage infrastructure and high-frequency equity trading execution APIs, Melbourne VIC HQ","High","https://openmarkets.com.au/contact-us/","Wholesale digital brokerage infrastructure and high-frequency equity trading execution APIs"
"BGL Corporate Solutions","bglcorp.com","https://www.bglcorp.com/careers/","Melbourne","Corporate secretarial software, self-managed superannuation fund compliance SaaS, and ASIC lodgement APIs, Melbourne VIC HQ","High","https://www.bglcorp.com/contact/","Corporate secretarial software, self-managed superannuation fund compliance SaaS, and ASIC lodgement APIs"
"Microkeeper","microkeeper.com.au","https://microkeeper.com.au/careers","Geelong","All-in-one cloud payroll, employee timesheets, biometric clocking, and workforce compliance software, Geelong VIC HQ","High","https://microkeeper.com.au/contact","All-in-one cloud payroll, employee timesheets, biometric clocking, and workforce compliance software"
"ClockOn","clockon.com.au","https://www.clockon.com.au/careers","Central Coast","Roster scheduling, automated award interpretation, and Single Touch Payroll STP2 compliance software, Central Coast NSW HQ","High","https://www.clockon.com.au/contact","Roster scheduling, automated award interpretation, and Single Touch Payroll STP2 compliance software"
"Farmo","farmo.com.au","https://farmo.com.au/pages/careers","Melbourne","Agricultural IoT sensors, LoRaWAN water tank monitors, gate sensors, and remote paddock telemetry SaaS, Melbourne VIC HQ","High","https://farmo.com.au/pages/contact","Agricultural IoT sensors, LoRaWAN water tank monitors, gate sensors, and remote paddock telemetry SaaS"
"Mobble","mobble.io","https://www.mobble.io/careers","Melbourne","Livestock farm management software, mob tracking, offline paddock records, and property mapping app, Melbourne VIC HQ","High","https://www.mobble.io/contact-us","Livestock farm management software, mob tracking, offline paddock records, and property mapping app"
"Optiweigh","optiweigh.com.au","https://optiweigh.com.au/careers/","Armidale","In-paddock autonomous livestock weighing telemetry hardware and automated RFID cattle monitoring, Armidale NSW HQ","High","https://optiweigh.com.au/contact-us/","In-paddock autonomous livestock weighing telemetry hardware and automated RFID cattle monitoring"
"Agerris","agerris.com","https://agerris.com/careers/","Sydney","Agricultural weeding robotics, autonomous ground field navigation, and intelligent crop phenotyping, Sydney NSW HQ","High","https://agerris.com/contact/","Agricultural weeding robotics, autonomous ground field navigation, and intelligent crop phenotyping"
"Laconik","laconik.com.au","https://laconik.com.au/careers/","Perth","Precision agriculture trial analytics and automated fertilizer variable rate optimization software, Perth WA HQ","High","https://laconik.com.au/contact/","Precision agriculture trial analytics and automated fertilizer variable rate optimization software"
"RapidAIM","rapidaim.com","https://rapidaim.com/careers/","Brisbane","IoT pest monitoring sensor hardware and real-time pest detection grid telemetry algorithms, Brisbane QLD HQ","High","https://rapidaim.com/contact/","IoT pest monitoring sensor hardware and real-time pest detection grid telemetry algorithms"
"GoGet","goget.com.au","https://www.goget.com.au/careers","Sydney","Carsharing fleet telemetry hardware, automated vehicle unlocking telematics, and urban mobility software, Sydney NSW HQ","High","https://www.goget.com.au/contact-us","Carsharing fleet telemetry hardware, automated vehicle unlocking telematics, and urban mobility software"
"Zoomo","ridezoomo.com","https://www.ridezoomo.com/careers","Sydney","Light electric utility vehicle hardware, commercial fleet telemetry tracking, and e-bike mobility SaaS, Sydney NSW HQ","High","https://www.ridezoomo.com/contact","Light electric utility vehicle hardware, commercial fleet telemetry tracking, and e-bike mobility SaaS"
"HappyCo","happy.co","https://happy.co/careers","Adelaide","Real estate property inspection software, automated condition reporting, and multifamily asset maintenance SaaS, Adelaide SA HQ","High","https://happy.co/contact","Real estate property inspection software, automated condition reporting, and multifamily asset maintenance SaaS"
"ProcurePro","procurepro.co","https://procurepro.co/careers/","Brisbane","Subcontractor procurement software, automated tender scope comparison, and construction contract SaaS, Brisbane QLD HQ","High","https://procurepro.co/contact/","Subcontractor procurement software, automated tender scope comparison, and construction contract SaaS"
"Groundplan","groundplan.com","https://www.groundplan.com/careers","Gold Coast","Cloud takeoff software, digital architectural blueprint measurement, and trade estimating calculation SaaS, Gold Coast QLD HQ","High","https://www.groundplan.com/contact-us","Cloud takeoff software, digital architectural blueprint measurement, and trade estimating calculation SaaS"
"1Breadcrumb","1breadcrumb.com","https://1breadcrumb.com/careers/","Melbourne","Construction site geofenced access tracking, digital site induction workflows, and safety compliance mobile SaaS, Melbourne VIC HQ","High","https://1breadcrumb.com/contact-us/","Construction site geofenced access tracking, digital site induction workflows, and safety compliance mobile SaaS"
"Sympli","sympli.com.au","https://www.sympli.com.au/careers/","Sydney","Electronic conveyancing settlement exchange, secure financial settlement routing, and land registry APIs, Sydney NSW HQ","High","https://www.sympli.com.au/contact/","Electronic conveyancing settlement exchange, secure financial settlement routing, and land registry APIs"
"VendorPanel","vendorpanel.com","https://vendorpanel.com/careers","Melbourne","Source-to-contract procurement software, supplier governance platform, and decentralized spend management, Melbourne VIC HQ","High","https://vendorpanel.com/contact","Source-to-contract procurement software, supplier governance platform, and decentralized spend management"
"Bigtincan","bigtincan.com","https://www.bigtincan.com/company/careers/","Sydney","AI-powered sales enablement automation, mobile content management, and virtual interactive training SaaS, Sydney NSW HQ","High","https://www.bigtincan.com/contact-us/","AI-powered sales enablement automation, mobile content management, and virtual interactive training SaaS"
"Forage","theforage.com","https://www.theforage.com/careers","Sydney","Virtual job simulation platform, automated career skills credentialing, and employer recruiting tech SaaS, Sydney NSW HQ","High","https://www.theforage.com/contact","Virtual job simulation platform, automated career skills credentialing, and employer recruiting tech SaaS"
"WithYouWithMe","withyouwithme.com","https://withyouwithme.com/careers/","Sydney","Workforce technology skills testing, aptitude mapping algorithms, and tech talent pipeline SaaS, Sydney NSW HQ","High","https://withyouwithme.com/contact/","Workforce technology skills testing, aptitude mapping algorithms, and tech talent pipeline SaaS"
"LiteracyPlanet","literacyplanet.com","https://www.literacyplanet.com/careers/","Gold Coast","Gamified literacy learning platform and automated English curriculum alignment educational software, Gold Coast QLD HQ","High","https://www.literacyplanet.com/contact/","Gamified literacy learning platform and automated English curriculum alignment educational software"
"LiveHire","livehire.com","https://www.livehire.com/careers/","Melbourne","Direct sourcing platform, automated candidate talent pooling, and total talent acquisition SaaS, Melbourne VIC HQ","High","https://www.livehire.com/contact-us/","Direct sourcing platform, automated candidate talent pooling, and total talent acquisition SaaS"
"NextDC","nextdc.com","https://www.nextdc.com/careers","Brisbane","Data centre colocation infrastructure, private cloud interconnection, and AXON virtual switching fabric, Brisbane QLD HQ","High","https://www.nextdc.com/contact-us","Data centre colocation infrastructure, private cloud interconnection, and AXON virtual switching fabric"
"Macquarie Technology Group","macquarietechnologygroup.com","https://macquarietechnologygroup.com/careers/","Sydney","Sovereign cloud infrastructure, cybersecurity operations, and government-certified data center solutions, Sydney NSW HQ","High","https://macquarietechnologygroup.com/contact/","Sovereign cloud infrastructure, cybersecurity operations, and government-certified data center solutions"
"Swoop Telecom","swoop.com.au","https://www.swoop.com.au/careers/","Sydney","Fixed wireless broadband network infrastructure, regional high-speed wireless towers, and fiber telemetry, Sydney NSW HQ","High","https://www.swoop.com.au/contact-us/","Fixed wireless broadband network infrastructure, regional high-speed wireless towers, and fiber telemetry"
"Appen","appen.com","https://appen.com/careers/","Sydney","AI training data platform, human-in-the-loop data annotation, synthetic dataset generation, and LLM evaluation, Sydney NSW HQ","High","https://appen.com/contact-us/","AI training data platform, human-in-the-loop data annotation, synthetic dataset generation, and LLM evaluation"
"Cubiko","cubiko.com.au","https://www.cubiko.com.au/careers","Brisbane","Healthcare practice business intelligence, clinical appointment analytics, and primary medical data SaaS, Brisbane QLD HQ","High","https://www.cubiko.com.au/contact","Healthcare practice business intelligence, clinical appointment analytics, and primary medical data SaaS"
"FlyFreely","flyfreely.io","https://flyfreely.io/careers/","Brisbane","Enterprise drone operations management platform, airspace flight compliance, and RPA fleet telemetry SaaS, Brisbane QLD HQ","High","https://flyfreely.io/contact/","Enterprise drone operations management platform, airspace flight compliance, and RPA fleet telemetry SaaS"
"Tesserent","tesserent.com","https://tesserent.com/careers","Melbourne","Sovereign cybersecurity advisory, 24/7 security operations center telemetry, and threat intelligence SaaS, Melbourne VIC HQ","High","https://tesserent.com/contact-us","Sovereign cybersecurity advisory, 24/7 security operations center telemetry, and threat intelligence SaaS"
"Senetas Corporation","senetas.com","https://senetas.com/careers/","Melbourne","High-speed network data encryption hardware, quantum-resistant algorithms, and carrier-grade cryptographic appliances, Melbourne VIC HQ","High","https://senetas.com/contact/","High-speed network data encryption hardware, quantum-resistant algorithms, and carrier-grade cryptographic appliances"
"HotDoc","hotdoc.com.au","https://www.hotdoc.com.au/careers/","Melbourne","Patient appointment booking engine, digital telehealth integration, and automated clinical recall workflows, Melbourne VIC HQ","High","https://www.hotdoc.com.au/contact/","Patient appointment booking engine, digital telehealth integration, and automated clinical recall workflows"
